Car_ID,Brand,Model,Variant,Body_Type,Year,Car_Age,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Engine_CC,Power_BHP,Torque_Nm,Mileage_kmpl,Color,Airbags,Insurance_Type,Service_History,Registration_Type,Previous_Accidents,State,City,Is_Metro_City,Price_Lakhs
136,Skoda,Octavia,Base,Sedan,2022,3,30935,Petrol,Automatic,First Owner,5,1565,120.8,181.6,19.3,Silver,4,Comprehensive,Full Service History,Individual,0,Uttar Pradesh,Lucknow,0,9.69
137,Nissan,Magnite,Mid,SUV,2019,6,79053,Diesel,Manual,First Owner,7,936,64.1,94.7,22.3,White,3,Comprehensive,Full Service History,Individual,0,Punjab,Chandigarh,0,3.17
138,Hyundai,Venue,Base,SUV,2020,5,34177,Diesel,Manual,Second Owner,5,1034,85.3,129.3,22.3,Red,1,Comprehensive,Full Service History,Individual,0,Telangana,Hyderabad,1,3.87
139,Volkswagen,Polo,Top,Hatchback,2019,6,81614,Petrol,Manual,Third Owner,5,1691,122.0,194.7,17.0,White,5,Third Party,Partial Service History,Individual,0,Madhya Pradesh,Bhopal,0,6.09
140,Kia,Carens,Top,MUV,2019,6,98833,Diesel,Manual,First Owner,7,1729,136.2,200.5,17.6,Brown,3,Expired,Full Service History,Company,0,Maharashtra,Nagpur,0,7.18
141,Toyota,Fortuner,Top,SUV,2018,7,82874,CNG,Automatic,First Owner,5,966,59.7,80.5,26.9,Grey,5,Comprehensive,Full Service History,Individual,0,Punjab,Ludhiana,0,6.43
142,Hyundai,Aura,Top,Sedan,2009,16,177093,Diesel,Manual,First Owner,5,1311,107.4,141.4,20.0,White,2,Comprehensive,Full Service History,Individual,0,Karnataka,Mysore,0,1.49
143,Maruti,Baleno,Base,Hatchback,2019,6,64361,Electric,Manual,First Owner,5,1099,72.6,107.8,7.6,Grey,2,Comprehensive,Partial Service History,Individual,0,Tamil Nadu,Chennai,1,4.09
144,Tata,Altroz,Mid,Hatchback,2018,7,101330,Petrol,Manual,Second Owner,5,1098,89.4,117.3,15.3,Black,2,Comprehensive,Full Service History,Individual,1,Madhya Pradesh,Bhopal,0,3.29
145,Kia,Sonet,Base,SUV,2007,18,169670,Petrol,Manual,First Owner,5,1109,87.6,115.6,18.0,Red,4,Comprehensive,Partial Service History,Individual,0,Maharashtra,Pune,1,1.45
146,Maruti,Celerio,Mid,Hatchback,2005,20,201966,Petrol,Manual,First Owner,5,966,62.2,99.1,18.0,Silver,1,Expired,Full Service History,Individual,0,Telangana,Hyderabad,1,0.67
147,Maruti,Brezza,Mid,SUV,2015,10,110504,Diesel,Manual,Second Owner,5,1110,82.4,120.0,19.1,White,2,Third Party,Full Service History,Individual,0,Madhya Pradesh,Bhopal,0,2.15
148,Tata,Harrier,Mid,SUV,2006,19,175864,Petrol,Manual,First Owner,7,1342,94.4,150.6,16.1,Grey,1,Third Party,Full Service History,Individual,1,West Bengal,Kolkata,1,0.83
149,Maruti,WagonR,Mid,Hatchback,2013,12,139464,Petrol,Manual,First Owner,5,1223,74.4,100.6,15.5,Grey,3,Comprehensive,No Record,Individual,0,Karnataka,Bangalore,1,1.75
150,Hyundai,i10,Mid,Hatchback,2018,7,93618,Petrol,Manual,First Owner,5,922,76.8,107.6,14.2,Grey,1,Third Party,Full Service History,Individual,0,Uttar Pradesh,Lucknow,0,3.25
151,Maruti,Baleno,Mid,Hatchback,2006,19,272377,Diesel,Manual,First Owner,5,1142,75.3,107.5,14.9,Brown,3,Comprehensive,Partial Service History,Company,3,Gujarat,Ahmedabad,0,0.55
152,Toyota,Fortuner,Base,SUV,2006,19,280000,Diesel,Manual,Third Owner,5,1550,112.3,168.1,19.0,Black,5,Comprehensive,Full Service History,Company,0,Kerala,Kochi,0,1.02
153,Skoda,Octavia,Mid,Sedan,2020,5,54609,Petrol,Manual,First Owner,5,1574,113.1,158.1,17.5,Red,5,Third Party,No Record,Individual,1,Delhi,Delhi,1,6.9
154,Honda,Amaze,Base,Sedan,2005,20,270524,Petrol,Manual,Second Owner,5,1619,135.1,192.2,16.4,White,4,Comprehensive,Full Service History,Individual,0,Madhya Pradesh,Indore,0,0.93
155,Hyundai,Creta,Base,SUV,2011,14,118338,CNG,Manual,First Owner,5,993,84.3,117.9,24.1,White,4,Third Party,Partial Service History,Company,1,Tamil Nadu,Chennai,1,1.01
156,Tata,Punch,Base,SUV,2012,13,156823,Petrol,Manual,First Owner,7,1146,82.4,124.4,20.2,Silver,1,Comprehensive,Full Service History,Individual,0,Uttar Pradesh,Noida,0,1.39
157,Ford,Figo,Mid,Hatchback,2022,3,36188,Petrol,Manual,Fourth & Above Owner,5,1495,108.5,152.7,16.3,Brown,4,Expired,Full Service History,Individual,0,Madhya Pradesh,Bhopal,0,7.16
158,Mercedes,GLA,Mid,SUV,2012,13,227829,Petrol,Automatic,First Owner,5,1949,133.5,196.2,20.1,White,3,Comprehensive,Full Service History,Individual,0,Delhi,Delhi,1,11.79
159,Volvo,XC40,Limited Edition,SUV,2005,20,220444,CNG,Manual,First Owner,7,1883,126.5,171.9,22.1,White,4,Comprehensive,Full Service History,Individual,1,Telangana,Hyderabad,1,4.79
160,Hyundai,Creta,Mid,SUV,2011,14,178077,Petrol,Manual,First Owner,5,1022,62.4,88.3,19.8,Brown,3,Comprehensive,No Record,Individual,0,Tamil Nadu,Coimbatore,0,1.09
161,Maruti,Celerio,Mid,Hatchback,2009,16,169584,Petrol,Manual,Second Owner,5,1072,70.2,103.4,18.2,Blue,1,Comprehensive,No Record,Individual,0,Madhya Pradesh,Indore,0,0.92
162,Kia,Carens,Base,MUV,2020,5,59465,Petrol,Manual,First Owner,7,1669,105.4,147.6,18.5,Grey,5,Comprehensive,Full Service History,Individual,0,Telangana,Hyderabad,1,7.35
163,Audi,A6,Mid,Sedan,2023,2,14179,Diesel,Automatic,First Owner,5,2309,151.5,210.0,19.6,White,5,Third Party,Full Service History,Individual,0,Karnataka,Mysore,0,45.99
164,Honda,City,Mid,Sedan,2013,12,125923,Petrol,Automatic,Second Owner,5,1413,85.6,134.5,16.9,Silver,3,Comprehensive,Partial Service History,Individual,0,Madhya Pradesh,Indore,0,3.31
165,Mahindra,Thar,Mid,SUV,2005,20,268689,Petrol,Manual,Third Owner,7,1698,130.8,188.3,16.4,White,5,Comprehensive,Full Service History,Individual,1,West Bengal,Kolkata,1,0.9
166,Nissan,Kicks,Base,SUV,2020,5,47821,Petrol,Automatic,Fourth & Above Owner,5,1151,72.0,96.6,17.4,White,2,Comprehensive,Partial Service History,Individual,0,Kerala,Kochi,0,3.29
167,Ford,Endeavour,Limited Edition,SUV,2023,2,30439,Diesel,Automatic,First Owner,7,1328,96.3,143.8,19.5,Silver,5,Comprehensive,Full Service History,Individual,0,West Bengal,Kolkata,1,15.25
168,Nissan,Kicks,Top,SUV,2016,9,69810,Petrol,Manual,First Owner,5,1382,96.2,145.2,16.8,Silver,1,Third Party,Full Service History,Company,0,Telangana,Hyderabad,1,2.87
169,Maruti,Celerio,Mid,Hatchback,2021,4,37363,Diesel,Manual,First Owner,5,1087,85.0,124.8,21.9,Red,1,Comprehensive,Partial Service History,Individual,0,Kerala,Trivandrum,0,4.47
170,Tata,Harrier,Base,SUV,2008,17,280000,Diesel,Manual,First Owner,5,1268,102.1,138.4,18.2,Grey,2,Third Party,Partial Service History,Individual,0,Delhi,Delhi,1,0.82
171,Tata,Harrier,Base,SUV,2019,6,66279,Petrol,Automatic,First Owner,7,1308,104.2,139.0,15.0,Black,4,Third Party,Full Service History,Company,0,Punjab,Chandigarh,0,3.76
172,Maruti,Brezza,Mid,SUV,2015,10,164358,Petrol,Automatic,Second Owner,5,1113,72.0,109.6,19.4,White,2,Comprehensive,Full Service History,Individual,0,Rajasthan,Jaipur,0,2.19
173,BMW,X5,Limited Edition,SUV,2023,2,25373,Diesel,Manual,First Owner,7,1716,117.8,154.0,18.3,Red,6,Third Party,Full Service History,Company,1,Tamil Nadu,Coimbatore,0,45.68
174,Maruti,Baleno,Base,Hatchback,2005,20,233894,Petrol,Automatic,First Owner,5,1020,79.9,127.8,13.9,Grey,3,Comprehensive,Full Service History,Individual,0,Telangana,Hyderabad,1,0.64
175,Volkswagen,Polo,Limited Edition,Hatchback,2015,10,121423,Diesel,Manual,First Owner,5,1448,116.9,171.9,20.5,White,4,Third Party,Partial Service History,Individual,3,Maharashtra,Pune,1,4.21
176,Maruti,Celerio,Top,Hatchback,2022,3,8650,LPG,Manual,First Owner,5,1385,116.8,157.4,15.3,Red,1,Comprehensive,Full Service History,Individual,0,Maharashtra,Pune,1,5.37
177,Tata,Nexon,Base,SUV,2021,4,54074,Petrol,Manual,First Owner,7,1216,101.2,138.5,21.5,Silver,4,Comprehensive,Partial Service History,Individual,0,Punjab,Chandigarh,0,4.3
178,Renault,Triber,Mid,MUV,2017,8,93026,Petrol,Manual,First Owner,7,1080,91.4,143.1,20.0,Red,3,Comprehensive,Partial Service History,Individual,0,West Bengal,Kolkata,1,3.01
179,Hyundai,Aura,Top,Sedan,2010,15,178706,Petrol,Manual,First Owner,5,1045,65.2,90.5,17.6,Black,2,Comprehensive,Full Service History,Individual,0,Punjab,Ludhiana,0,1.3
180,Toyota,Innova,Base,MUV,2022,3,44615,Diesel,Manual,First Owner,7,1233,101.2,133.2,25.7,Grey,4,Comprehensive,No Record,Individual,0,Uttar Pradesh,Noida,0,8.86
181,Toyota,Innova,Top,MUV,2008,17,274636,Diesel,Manual,Second Owner,7,1209,90.3,122.4,24.2,Silver,3,Comprehensive,No Record,Individual,1,Kerala,Kochi,0,1.38
182,Tata,Nexon,Base,SUV,2021,4,60384,Petrol,Manual,Second Owner,7,906,68.5,91.3,17.6,Silver,3,Comprehensive,Partial Service History,Company,0,Uttar Pradesh,Noida,0,3.2
183,Mahindra,XUV700,Top,SUV,2020,5,61218,Petrol,Manual,First Owner,7,1371,98.3,138.2,16.9,Grey,4,Third Party,Full Service History,Company,0,Delhi,Delhi,1,7.4
184,Hyundai,i20,Top,Hatchback,2009,16,210329,Petrol,Manual,First Owner,5,903,74.4,109.5,17.7,Silver,2,Comprehensive,Full Service History,Individual,0,Karnataka,Bangalore,1,1.31
185,Hyundai,Creta,Limited Edition,SUV,2011,14,181216,CNG,Manual,First Owner,5,1066,68.3,92.5,22.8,Grey,3,Third Party,Full Service History,Individual,0,Tamil Nadu,Coimbatore,0,1.24
186,Tata,Tiago,Mid,Hatchback,2011,14,205263,Petrol,Manual,First Owner,5,1173,82.8,128.6,18.0,Silver,3,Comprehensive,Full Service History,Individual,1,Rajasthan,Jaipur,0,1.27
187,Renault,Duster,Top,SUV,2009,16,138586,Petrol,Manual,Second Owner,5,1186,85.6,134.0,20.0,Red,2,Comprehensive,Full Service History,Individual,2,Tamil Nadu,Coimbatore,0,1.06
188,Hyundai,i10,Limited Edition,Hatchback,2015,10,132070,Petrol,Manual,First Owner,5,1183,87.8,126.8,16.0,Grey,3,Third Party,No Record,Company,0,Uttar Pradesh,Noida,0,2.36
189,Audi,A4,Base,Sedan,2006,19,153003,Petrol,Automatic,First Owner,5,1981,139.5,207.0,16.0,White,4,Third Party,Partial Service History,Individual,0,Kerala,Kochi,0,5.2
190,Kia,Carens,Mid,MUV,2014,11,97357,Petrol,Manual,Second Owner,7,1501,124.1,168.8,17.8,Silver,4,Comprehensive,Full Service History,Individual,0,Kerala,Trivandrum,0,3.63
191,Maruti,Baleno,Mid,Hatchback,2015,10,173085,CNG,Manual,First Owner,5,1101,72.4,94.9,22.2,White,1,Comprehensive,Full Service History,Individual,0,Karnataka,Mysore,0,1.94
192,Renault,Triber,Limited Edition,MUV,2018,7,98093,Diesel,Manual,Third Owner,7,1140,86.2,134.7,20.5,White,2,Comprehensive,No Record,Individual,1,Kerala,Trivandrum,0,3.19
193,Hyundai,Verna,Top,Sedan,2007,18,180068,Petrol,Manual,Second Owner,5,1165,91.5,139.5,16.9,Silver,3,Comprehensive,Full Service History,Individual,0,Uttar Pradesh,Noida,0,0.89
194,Honda,Jazz,Base,Hatchback,2019,6,54135,Diesel,Manual,Second Owner,5,1804,125.7,195.4,22.0,White,3,Third Party,Partial Service History,Individual,0,Kerala,Kochi,0,6.27
195,Tata,Tigor,Top,Sedan,2015,10,133492,Petrol,Manual,First Owner,5,1033,74.9,110.0,15.6,Black,2,Comprehensive,Full Service History,Individual,0,Punjab,Ludhiana,0,2.62
196,Honda,City,Mid,Sedan,2013,12,225511,Petrol,Manual,Second Owner,5,1530,110.1,173.5,18.3,Silver,4,Expired,Full Service History,Company,0,West Bengal,Kolkata,1,2.21
197,Audi,A4,Top,Sedan,2018,7,53943,Petrol,Automatic,Second Owner,5,2274,172.2,249.8,17.6,Black,6,Comprehensive,Full Service History,Individual,0,Punjab,Chandigarh,0,27.7
198,Renault,Kwid,Mid,Hatchback,2014,11,107737,Petrol,Manual,First Owner,5,1349,86.8,137.1,13.5,Black,3,Comprehensive,Full Service History,Company,0,Telangana,Hyderabad,1,2.11
199,Volkswagen,Vento,Base,Sedan,2009,16,187065,Diesel,Manual,Second Owner,5,1640,101.5,145.3,18.8,Silver,5,Comprehensive,No Record,Company,0,Tamil Nadu,Coimbatore,0,1.44
200,Ford,EcoSport,Base,SUV,2014,11,110190,Petrol,Manual,Second Owner,5,1356,105.0,149.3,13.3,Blue,5,Third Party,Full Service History,Individual,1,Uttar Pradesh,Lucknow,0,2.53
201,Mahindra,Scorpio,Mid,SUV,2016,9,75889,Diesel,Manual,First Owner,5,1341,101.3,141.1,17.6,White,5,Expired,Full Service History,Individual,2,Delhi,Delhi,1,4.89
202,Maruti,Brezza,Limited Edition,SUV,2011,14,137226,CNG,Manual,Second Owner,7,1031,65.2,92.5,22.3,Black,1,Comprehensive,No Record,Individual,0,Telangana,Hyderabad,1,1.23
203,Mahindra,Thar,Mid,SUV,2021,4,49155,Petrol,Manual,First Owner,7,1486,93.5,123.1,15.5,White,4,Expired,Partial Service History,Individual,0,Karnataka,Mysore,0,6.81
204,Mercedes,E-Class,Limited Edition,Sedan,2013,12,208246,Petrol,Manual,First Owner,5,2219,140.3,184.4,17.1,Green,6,Comprehensive,No Record,Individual,2,Maharashtra,Mumbai,1,10.21
205,Ford,Figo,Mid,Hatchback,2011,14,107738,Petrol,Manual,Second Owner,5,1625,98.9,137.8,14.4,Green,5,Third Party,Partial Service History,Individual,1,Tamil Nadu,Coimbatore,0,2.25
206,Tata,Nexon,Limited Edition,SUV,2023,2,38810,CNG,Automatic,First Owner,5,1104,81.7,109.0,23.3,White,1,Comprehensive,No Record,Individual,0,Rajasthan,Udaipur,0,6.24
207,Volkswagen,Taigun,Base,SUV,2007,18,229448,Diesel,Manual,Second Owner,5,1596,107.9,163.5,22.7,White,3,Third Party,No Record,Individual,2,Madhya Pradesh,Bhopal,0,1.07
208,Skoda,Rapid,Top,Sedan,2014,11,98753,Diesel,Manual,First Owner,5,1484,97.5,138.5,20.7,Brown,4,Expired,Partial Service History,Individual,2,West Bengal,Kolkata,1,3.79
209,Volkswagen,Vento,Top,Sedan,2014,11,106294,Petrol,Manual,First Owner,5,1270,102.2,148.0,14.0,Blue,3,Third Party,Partial Service History,Company,0,Rajasthan,Jaipur,0,4.15
210,Hyundai,i10,Base,Hatchback,2018,7,85950,Diesel,Manual,First Owner,5,1290,83.7,120.7,20.8,Black,3,Comprehensive,Partial Service History,Individual,0,Rajasthan,Jaipur,0,2.99
211,Jeep,Compass,Mid,SUV,2020,5,65276,Diesel,Automatic,First Owner,5,2033,140.2,187.6,19.8,White,6,Comprehensive,Full Service History,Company,1,Kerala,Kochi,0,32.67
212,Mercedes,C-Class,Base,Sedan,2014,11,130644,Diesel,Automatic,Second Owner,5,2348,170.3,252.0,21.0,Blue,6,Third Party,Full Service History,Individual,0,West Bengal,Kolkata,1,15.12
213,Renault,Duster,Mid,SUV,2014,11,104737,Petrol,Manual,Second Owner,7,938,65.1,99.9,15.6,White,3,Comprehensive,Partial Service History,Company,0,Uttar Pradesh,Noida,0,1.74
214,Ford,EcoSport,Base,SUV,2006,19,272679,CNG,Manual,First Owner,7,1659,126.9,179.6,23.6,Red,5,Comprehensive,Full Service History,Individual,0,West Bengal,Kolkata,1,1.03
215,Maruti,Brezza,Top,SUV,2021,4,66124,Petrol,Manual,Second Owner,5,1117,77.8,113.3,16.7,Silver,3,Comprehensive,Full Service History,Individual,1,Punjab,Ludhiana,0,4.58
216,Volvo,XC40,Top,SUV,2005,20,280000,Diesel,Automatic,First Owner,5,1273,90.4,131.3,18.5,Red,6,Comprehensive,Partial Service History,Individual,1,Rajasthan,Jaipur,0,4.66
217,Kia,Sonet,Base,SUV,2005,20,236156,Petrol,Manual,First Owner,7,1499,108.7,146.5,17.0,Black,4,Comprehensive,Partial Service History,Individual,0,Rajasthan,Jaipur,0,1.03
218,Volkswagen,Taigun,Top,SUV,2022,3,55629,Petrol,Automatic,First Owner,7,1728,138.1,218.8,16.5,Silver,2,Comprehensive,Full Service History,Company,0,Delhi,Delhi,1,11.47
219,Mahindra,XUV500,Top,SUV,2010,15,170285,Petrol,Automatic,Third Owner,5,1406,110.6,166.3,14.1,Grey,4,Third Party,Full Service History,Individual,0,Punjab,Chandigarh,0,2.54
220,Hyundai,Santro,Mid,Hatchback,2020,5,72101,CNG,Automatic,First Owner,5,966,71.6,107.3,23.3,Black,2,Third Party,Full Service History,Individual,0,Punjab,Chandigarh,0,3.55
221,Tata,Harrier,Mid,SUV,2016,9,110186,Diesel,Automatic,First Owner,5,1185,80.4,122.4,19.4,Grey,4,Third Party,No Record,Individual,0,Tamil Nadu,Chennai,1,2.68
222,Hyundai,Venue,Mid,SUV,2009,16,213196,Diesel,Manual,First Owner,5,972,70.3,97.6,20.9,Grey,2,Comprehensive,Partial Service History,Individual,0,Maharashtra,Mumbai,1,1.16
223,Ford,Endeavour,Mid,SUV,2020,5,80398,Diesel,Manual,First Owner,5,1608,128.6,172.2,21.4,White,2,Comprehensive,No Record,Individual,0,Telangana,Hyderabad,1,7.47
224,Maruti,Dzire,Base,Sedan,2014,11,135680,Petrol,Manual,First Owner,5,1290,78.3,118.2,19.5,White,6,Comprehensive,Partial Service History,Individual,0,Rajasthan,Udaipur,0,1.54
225,BMW,3 Series,Base,Sedan,2015,10,93813,Petrol,Automatic,First Owner,5,2244,160.9,251.5,16.0,Silver,6,Comprehensive,Full Service History,Company,1,Maharashtra,Nagpur,0,16.81
226,Honda,WR-V,Base,SUV,2020,5,41380,Diesel,Manual,Second Owner,5,1142,71.6,101.2,17.6,White,4,Third Party,Full Service History,Individual,1,Maharashtra,Pune,1,5.73
227,Honda,WR-V,Mid,SUV,2014,11,138088,Petrol,Manual,Second Owner,7,1159,92.3,141.4,20.0,Brown,5,Third Party,No Record,Individual,0,Punjab,Ludhiana,0,3.12
228,Maruti,Dzire,Mid,Sedan,2013,12,104596,Diesel,Manual,Second Owner,5,1252,94.0,133.7,22.7,White,3,Comprehensive,Full Service History,Individual,0,Telangana,Hyderabad,1,2.19
229,Skoda,Rapid,Base,Sedan,2006,19,155123,Petrol,Manual,Second Owner,5,1570,110.8,149.1,13.2,Grey,6,Comprehensive,Full Service History,Individual,0,Gujarat,Surat,0,1.04
230,Kia,Carens,Base,MUV,2016,9,111822,Diesel,Manual,First Owner,7,1352,100.3,143.9,18.3,Blue,6,Comprehensive,Full Service History,Individual,0,Karnataka,Bangalore,1,5.16
231,Volkswagen,Polo,Base,Hatchback,2010,15,133069,Diesel,Manual,First Owner,5,1676,114.6,178.6,14.6,White,4,Third Party,Full Service History,Individual,0,Tamil Nadu,Chennai,1,2.34
232,Hyundai,i20,Mid,Hatchback,2014,11,95761,Diesel,Manual,First Owner,5,870,67.4,88.4,18.8,Grey,2,Third Party,Partial Service History,Individual,0,West Bengal,Kolkata,1,2.16
233,Mahindra,Thar,Top,SUV,2017,8,77325,Petrol,Manual,First Owner,7,1835,124.3,171.0,17.4,Black,2,Comprehensive,No Record,Individual,0,Punjab,Ludhiana,0,5.87
234,Hyundai,i10,Limited Edition,Hatchback,2007,18,206108,Diesel,Manual,First Owner,5,784,49.1,70.4,18.7,White,2,Third Party,Full Service History,Individual,0,West Bengal,Kolkata,1,0.98
235,Kia,Seltos,Mid,SUV,2012,13,189244,Petrol,Manual,First Owner,5,1581,116.3,165.9,14.0,Grey,6,Comprehensive,Full Service History,Individual,0,Gujarat,Surat,0,2.91
236,Ford,Endeavour,Base,SUV,2018,7,87990,Petrol,Manual,Fourth & Above Owner,7,1839,154.0,206.9,20.7,White,5,Comprehensive,Partial Service History,Individual,1,Telangana,Hyderabad,1,4.15
237,Tata,Tigor,Mid,Sedan,2023,2,14921,Diesel,Automatic,Third Owner,5,1129,77.8,108.5,15.8,White,3,Comprehensive,Full Service History,Company,1,Madhya Pradesh,Bhopal,0,5.81
238,Toyota,Glanza,Top,Hatchback,2015,10,139896,CNG,Manual,Third Owner,5,1632,99.8,152.5,25.1,Silver,7,Comprehensive,No Record,Individual,0,Tamil Nadu,Chennai,1,3.25
239,Volkswagen,Taigun,Top,SUV,2023,2,24028,Petrol,Manual,First Owner,7,1547,97.4,151.3,20.9,White,4,Comprehensive,Full Service History,Company,2,Tamil Nadu,Coimbatore,0,9.94
240,Tata,Tigor,Limited Edition,Sedan,2016,9,111744,Diesel,Manual,First Owner,5,1053,88.8,117.2,21.9,Grey,4,Comprehensive,Full Service History,Individual,0,Kerala,Kochi,0,3.34
241,Nissan,Kicks,Top,SUV,2014,11,144092,Petrol,Manual,First Owner,5,1169,92.2,138.3,14.5,Grey,3,Comprehensive,Full Service History,Individual,0,Madhya Pradesh,Indore,0,1.95
242,Renault,Duster,Mid,SUV,2011,14,152684,Diesel,Automatic,First Owner,5,1055,71.2,99.1,15.5,White,3,Expired,No Record,Individual,0,Karnataka,Bangalore,1,1.32
243,BMW,X1,Mid,SUV,2009,16,226813,Diesel,Automatic,Second Owner,7,2535,213.9,324.9,20.3,Blue,5,Comprehensive,Partial Service History,Individual,0,Kerala,Kochi,0,7.52
244,Kia,Carens,Limited Edition,MUV,2017,8,85593,Petrol,Manual,First Owner,7,1395,87.0,136.0,16.9,Blue,5,Comprehensive,Full Service History,Individual,1,West Bengal,Kolkata,1,6.78
245,Maruti,Swift,Base,Hatchback,2008,17,245691,Diesel,Automatic,First Owner,5,1286,89.0,133.0,20.4,Grey,4,Comprehensive,Full Service History,Individual,0,Telangana,Hyderabad,1,0.96
246,Volkswagen,Taigun,Base,SUV,2015,10,128553,Petrol,Automatic,First Owner,5,1181,100.1,156.1,18.4,Black,4,Expired,No Record,Individual,1,Maharashtra,Nagpur,0,3.44
247,Tata,Tiago,Mid,Hatchback,2010,15,177262,Petrol,Automatic,Second Owner,5,1304,93.6,127.4,15.3,Black,2,Third Party,Partial Service History,Individual,0,Delhi,Delhi,1,1.08
248,Mahindra,XUV700,Mid,SUV,2017,8,127239,Diesel,Automatic,First Owner,5,1339,84.3,130.3,23.9,Silver,5,Third Party,No Record,Individual,0,Tamil Nadu,Chennai,1,5.49
249,Toyota,Yaris,Base,Sedan,2013,12,84097,Petrol,Manual,Second Owner,5,1381,107.0,153.7,16.5,Blue,3,Comprehensive,Full Service History,Individual,0,Tamil Nadu,Coimbatore,0,2.62
250,Honda,Jazz,Top,Hatchback,2017,8,79971,CNG,Manual,First Owner,5,1622,106.7,155.3,24.7,Green,5,Comprehensive,Full Service History,Individual,2,Maharashtra,Nagpur,0,4.6
251,BMW,5 Series,Base,Sedan,2013,12,100451,Diesel,Automatic,First Owner,5,2102,147.3,200.2,16.3,White,5,Comprehensive,Partial Service History,Individual,0,Rajasthan,Udaipur,0,13.46
252,Maruti,WagonR,Base,Hatchback,2023,2,16827,Diesel,Automatic,First Owner,5,1021,84.3,114.7,23.5,Grey,1,Comprehensive,Partial Service History,Individual,0,Kerala,Trivandrum,0,5.04
253,Toyota,Fortuner,Base,SUV,2021,4,43860,Petrol,Manual,Fourth & Above Owner,5,1361,94.8,149.8,16.3,White,4,Expired,Full Service History,Individual,0,Gujarat,Surat,0,5.26
254,Tata,Nexon,Limited Edition,SUV,2021,4,60564,Diesel,Manual,First Owner,7,847,70.6,103.4,19.3,Blue,3,Comprehensive,Full Service History,Individual,1,West Bengal,Kolkata,1,5.84
255,Maruti,Swift,Top,Hatchback,2022,3,34269,Petrol,Manual,First Owner,5,1094,86.2,116.3,18.3,Black,2,Comprehensive,Partial Service History,Individual,0,West Bengal,Kolkata,1,5.54
256,Mahindra,Thar,Base,SUV,2016,9,63836,Diesel,Automatic,First Owner,5,1499,114.5,150.2,21.0,Silver,5,Comprehensive,Partial Service History,Individual,0,Gujarat,Ahmedabad,0,4.95
257,Toyota,Glanza,Top,Hatchback,2021,4,60054,Petrol,Manual,First Owner,5,1650,136.1,197.4,16.5,White,5,Comprehensive,Partial Service History,Individual,0,Telangana,Hyderabad,1,10.63
258,BMW,5 Series,Base,Sedan,2022,3,41846,Diesel,Automatic,First Owner,5,2570,157.3,218.6,16.1,Silver,6,Third Party,Full Service History,Company,2,Telangana,Hyderabad,1,34.79
259,Ford,Figo,Mid,Hatchback,2013,12,124412,Diesel,Manual,Second Owner,5,1458,115.2,157.5,20.7,Green,4,Comprehensive,Partial Service History,Individual,1,Punjab,Chandigarh,0,3.02
260,Tata,Punch,Top,SUV,2012,13,151758,Diesel,Manual,First Owner,5,1114,73.3,114.6,20.4,Silver,3,Comprehensive,Partial Service History,Individual,2,Rajasthan,Udaipur,0,1.76
261,Jeep,Compass,Base,SUV,2005,20,280000,Petrol,Automatic,First Owner,5,2508,206.7,280.1,16.3,Black,8,Comprehensive,Full Service History,Individual,1,Madhya Pradesh,Bhopal,0,4.34
